Pozycja,Słowo,Liczba wystąpień
1564,zdecydowanie,248
1565,spotkań,248
1566,obok,248
1567,dyskusji,248
1568,krzysztofa,247
1569,ostatnio,247
1570,październiku,247
1571,francja,247
1572,podjął,247
1573,zakończeniu,247
1574,klasie,246
1575,ja,246
1576,resort,246
1577,sprawą,246
1578,los,246
1579,kościół,245
1580,kontrakt,245
1581,eliminacji,245
1582,umocnił,245
1583,odbywają,245
1584,awsp,245
1585,gospodarczych,244
1586,największe,244
1587,ważne,244
1588,instytut,244
1589,dobre,244
1590,amerykańskie,244
1591,oglądać,244
1592,zakaz,244
1593,uczelni,244
1594,zjednoczone,244
1595,przestępstwa,243
1596,nr,243
1597,pytany,243
1598,budowę,243
1599,dziecka,243
1600,główne,242
1601,placu,242
1602,słowacji,242
1603,95,241
1604,stwierdził,241
1605,byłych,241
1606,obrad,241
1607,57,241
1608,39,241
1609,emisji,241
1610,finansowych,241
1611,dymisji,241
1612,protest,241
1613,open,241
1614,przedsiębiorstw,241
1615,gazeta,241
1616,stany,241
1617,wyborami,240
1618,odbyło,240
1619,demokracji,240
1620,grosza,240
1621,putina,239
1622,zaledwie,239
1623,propozycji,239
1624,znaleziono,239
1625,olechowskiego,239
1626,geremek,238
1627,1995,238
1628,54,238
1629,narodowy,237
1630,dziennika,237
1631,65,237
1632,prowadzą,236
1633,silny,236
1634,www,236
1635,lekarzy,236
1636,zdjęcia,236
1637,linii,235
1638,prymas,235
1639,wyborczy,235
1640,piłkarskich,235
1641,rokiem,235
1642,propozycję,234
1643,listopadzie,234
1644,mniejszości,234
1645,numer,234
1646,tygodnika,233
1647,dyrektora,233
1648,świat,233
1649,trzecim,233
1650,stało,232
1651,ile,232
1652,podpisali,232
1653,clinton,232
1654,państwowej,232
1655,raczej,232
1656,nieco,232
1657,wiceprezes,232
1658,dokument,231
1659,krwi,231
1660,brytyjski,231
1661,liczbę,231
1662,istnieje,231
1663,mam,231
1664,alkoholu,231
1665,pochmurno,231
1666,busha,231
1667,obecny,230
1668,pani,230
1669,informację,230
1670,zachodnim,230
1671,sprawach,229
1672,partie,229
1673,mariusz,229
1674,charakter,229
1675,trwa,229
1676,konkurs,228
1677,zawodowych,228
1678,wizytę,228
1679,obligacji,228
1680,schroeder,228
1681,wybrany,227
1682,nfi,227
1683,miesiącach,227
1684,gry,227
1685,marcin,227
1686,izrael,227
1687,walce,227
1688,kosowa,227
1689,imieniu,227
1690,matki,227
1691,grupę,227
1692,boś,226
1693,zakończyła,226
1694,rosją,226
1695,resortu,226
1696,punkty,226
1697,braku,226
1698,iwanow,226
1699,trybunał,226
1700,czego,226
1701,woli,226
1702,pracownicy,226
1703,1996,226
1704,rozmowach,225
1705,izba,225
1706,prawem,225
1707,serwis,225
1708,najlepszych,225
1709,zsrr,225
1710,nasdaq,225
1711,telewizja,224
1712,powinni,224
1713,przekazał,224
1714,krajami,224
1715,stronę,224
1716,policję,224
1717,miesiące,224
1718,słowa,224
1719,gazu,224
1720,wyborczą,224
1721,oczekuje,223
1722,moskwy,223
1723,zakończenia,223
1724,stanów,223
1725,uczestniczył,223
1726,kanclerz,223
1727,towarzystwa,223
1728,narodów,223
1729,branży,222
1730,nastąpi,222
1731,niemieckim,222
1732,wystawę,222
1733,znany,222
1734,47,222
1735,liczy,222
1736,wypłaty,221
1737,raka,221
1738,n,221
1739,pielęgniarek,221
1740,rpp,221
1741,wystawie,221
1742,małych,221
1743,strefie,221
1744,oferty,220
1745,odpowiedział,220
1746,kalinowski,220
1747,piłkarzy,220
1748,53,220
1749,ono,220
1750,zmieniła,220
1751,najwyższy,220
1752,drużyna,219
1753,całą,219
1754,wejścia,219
1755,przedstawicielami,219
1756,wyborcza,219
1757,250,219
1758,szybko,219
1759,dialogu,219
1760,odrzucił,219
1761,macieja,219
1762,fakt,219
1763,pojednanie,218
1764,technologii,218
1765,ekstraklasy,218
1766,trener,218
1767,sprzed,218
1768,federacja,218
1769,wyboru,217
1770,poinformowały,217
1771,koszykarzy,217
1772,doprowadzić,217
1773,mało,217
1774,łamach,217
1775,posła,216
1776,zgodę,216
1777,wynikiem,216
1778,ostatniej,216
1779,kongres,216
1780,piłki,216
1781,medale,216
1782,współpracę,216
1783,problem,216
1784,niemiecka,216
1785,podejrzanych,216
1786,dokumenty,216
1787,kadencji,215
1788,drugiego,215
1789,samolotu,215
1790,restrukturyzacji,215
1791,zgromadzenia,215
1792,brzegu,215
1793,grup,215
1794,narodu,215
1795,dojdzie,215
1796,amerykańskim,215
1797,jones,214
1798,inwestycji,214
1799,nba,214
1800,samego,214
1801,osiem,214
1802,zawodów,214
1803,rywalizacji,214
1804,pozostaje,214
1805,cel,214
1806,przywódców,214
1807,sobą,213
1808,zwyciężył,213
1809,krajowa,213
1810,uefa,213
1811,mswia,213
1812,ostatecznie,213
1813,gospodarczego,212
1814,spadły,212
1815,podało,212
1816,przynajmniej,212
1817,swe,212
1818,wyroku,212
1819,kandydaci,212
1820,700,212
1821,któremu,212
1822,prasy,212
1823,australii,212
1824,wizyta,212
1825,komendy,212
1826,leszka,212
1827,transportu,212
1828,my,211
1829,polityczny,211
1830,musiał,211
1831,drugą,211
1832,hokeiści,211
1833,sali,211
1834,polak,211
1835,minut,210
1836,nasz,210
1837,zbrodnie,210
1838,ofiary,210
1839,zgody,210
1840,teatrze,210
1841,warunków,210
1842,komorowski,210
1843,wałęsy,209
1844,prezydium,209
1845,mszy,209
1846,olimpijskiego,209
1847,łącznie,209
1848,całkowicie,209
1849,przymusowych,209
1850,francuski,208
1851,instancji,208
1852,kandydujących,208
1853,zatrzymano,208
1854,gangu,208
1855,pt,208
1856,organizacje,207
1857,stać,207
1858,rządów,207
1859,odbyć,207
1860,mogła,207
1861,rosyjska,207
1862,wizytą,207
1863,ministrem,207
1864,ostatniego,207
1865,pamięć,207
1866,piątku,207
1867,stadionie,207
1868,bieżących,207
1869,chin,207
1870,dom,207
1871,wschodnich,206
1872,cenę,206
1873,finansowe,206
1874,york,206
1875,tenisowego,206
1876,tysiące,206
1877,tygodnie,206
1878,wielkim,206
1879,palestyńskiej,206
1880,połowy,206
1881,michael,206
1882,druga,205
1883,poniedziałku,205
1884,olimpijski,205
1885,pozytywnie,205
1886,jedno,205
1887,gpw,205
1888,raporcie,205
1889,pozbawienia,205
1890,rodzaju,205
1891,łączności,204
1892,wielki,204
1893,rejonie,204
1894,zakup,204
1895,sądzie,204
1896,znalazły,204
1897,złote,204
1898,sumie,204
1899,uzyskać,204
1900,inflacja,204
1901,stanach,204
1902,terytorium,204
1903,dol,204
1904,długości,203
1905,przejaśnieniami,203
1906,zginął,203
1907,znalazł,203
1908,konkursie,203
1909,najczęściej,203
1910,belgii,203
1911,małopolsce,203
1912,wątpliwości,203
1913,niemców,203
1914,okresu,203
1915,times,203
1916,zarzut,203
1917,rzymie,203
1918,określił,202
1919,nimi,202
1920,półroczu,202
1921,120,202
1922,ekspertów,202
1923,głosu,202
1924,pomocą,202
1925,prasowego,202
1926,wbrew,201
1927,tadeusza,201
1928,kilkanaście,201
1929,powiedzieć,201
1930,pokojowych,201
1931,dookoła,201
1932,innym,201
1933,nicei,201
1934,powołując,200
1935,utworzenia,200
1936,politykę,200
1937,konwencji,200
1938,wystawy,200
1939,katowice,200
1940,atp,200
1941,kasy,200
1942,wyborcze,200
1943,warunkiem,200
1944,lepiej,200
1945,ataku,199
1946,paliw,199
1947,konfliktu,199
1948,krajowego,199
1949,misji,199
1950,1000,199
1951,swym,199
1952,powyżej,199
1953,pomóc,199
1954,przegrał,199
1955,wyłącznie,199
1956,obecnego,199
1957,okolicach,198
1958,dalszych,198
1959,polityce,198
1960,turniej,198
1961,wadze,198
1962,mózgu,198
1963,nazwał,198
1964,przestępstw,198
1965,żywności,198
1966,david,198
1967,wskaźnik,198
1968,1991,197
1969,każdego,197
1970,wielkie,197
1971,otrzymała,197
1972,pula,197
1973,nastąpić,197
1974,kapitału,197
1975,walkę,197
1976,ukraina,197
1977,fundusz,197
1978,tonie,197
1979,programów,197
1980,uczestniczyło,197
1981,deklaracji,196
1982,gdańsk,196
1983,zachodu,196
1984,społecznego,196
1985,zorganizowanej,196
1986,członkiem,195
1987,parlamentarnego,195
1988,piłkarskiego,195
1989,polityczną,195
1990,ustaw,195
1991,najważniejsze,195
1992,slobodana,195
1993,waszyngtonie,195
1994,uczestniczyli,195
1995,wystąpienia,195
1996,związkowcy,195
1997,najnowszego,195
1998,człowiek,195
1999,com,195
2000,platforma,195
2001,granicą,194
2002,naszą,194
2003,armia,194
2004,wzięło,194
2005,powietrze,194
2006,przelotne,194
2007,otwarcia,194
2008,zamiast,194
2009,62,194
2010,główną,194
2011,balcerowicz,194
2012,święta,194
2013,dostępu,193
2014,najważniejszych,193
2015,uda,193
2016,okręgowym,193
2017,pozostałych,193
2018,cyklu,193
2019,soboty,193
2020,energii,193
2021,odpowiedzialności,193
2022,młodzi,193
2023,szefów,192
2024,gdańskiej,192
2025,eksperci,192
2026,dziennikarze,192
2027,negocjacjach,192
2028,samej,192
2029,mirosław,192
2030,wystawa,192
2031,jacka,192
2032,odbywa,192
2033,możemy,192
2034,elektrowni,192
2035,otrzymali,192
2036,prowadzenie,192
2037,stronnictwa,191
2038,zespoły,191
2039,rzeszy,191
2040,holandii,191
2041,adama,191
2042,unię,191
2043,obecnej,191
2044,przewodniczącym,191
2045,planu,191
2046,większe,191
2047,drogi,191
2048,bośni,191
2049,przygotowania,190
2050,wyścig,190
2051,pełni,190
2052,wojskowych,190
2053,listę,190
2054,czwartku,190
2055,podały,190
2056,kuczma,190
2057,opieki,190
2058,samochodu,190
2059,burze,190
2060,jedynym,189
2061,ośrodka,189
2062,poprawy,189
2063,poniżej,189
2064,wydał,189
2065,znaleźli,189
2066,konsorcjum,189
2067,tą,189
2068,gmin,189
2069,wypowiedź,189
2070,pozycję,189
2071,utworzenie,188
2072,zależy,188
2073,gospodarczy,188
2074,zatrzymali,188
2075,morza,188
2076,proponuje,188
2077,osoba,188
2078,kwoty,188
2079,zwiększenie,188
2080,sprawców,188
2081,stał,188
2082,przedsiębiorstwa,188
2083,ambasador,188
2084,środowej,188
2085,uczestniczyć,188
2086,radnych,188
2087,opowiedział,188
2088,wojskowej,188
2089,opowiada,188
2090,zwolenników,188
2091,stanowią,188
2092,największym,188
2093,koniunktury,188
2094,san,187
2095,czwarte,187
2096,przepisów,187
2097,piątkowej,187
2098,zeszłym,187
2099,naukowców,187
2100,czasów,187
2101,banków,187
2102,kobieta,187
2103,pewno,187
2104,c,187
2105,big,186
2106,okręgowego,186
2107,zaproszenie,186
2108,huty,186
2109,zwycięstwie,186
2110,zbrojnych,186
2111,autonomii,186
2112,prowadzić,186
2113,departamentu,186
2114,amerykańscy,186
2115,rokita,186
2116,budżet,186
2117,konferencja,186
2118,pośrednictwem,185
2119,moskwa,185
2120,trudno,185
2121,wiesław,185
2122,dolnym,185
2123,korupcji,185
2124,66,185
2125,sekretarza,185
2126,zysk,185
2127,kosztów,185
2128,północnym,185
2129,czechy,185
2130,żołnierze,185
2131,prezydentowi,185
2132,zagranicznej,185
2133,aids,185
2134,piętnastki,185
2135,kardynał,185
2136,gdyni,185
2137,zakończyły,184
2138,weźmie,184
2139,wskazuje,184
2140,zawodach,184
2141,palestyńskich,184
2142,zaproponował,184
2143,względem,184
2144,t,184
2145,oceny,184
2146,dalsze,184
2147,zawodowej,184
2148,sezonu,184
2149,powołania,184
2150,szczyt,184
2151,przebywa,183
2152,nhl,183
2153,kryzysu,183
2154,popiera,183
2155,zakończyć,183
2156,światowych,183
2157,górze,183
2158,rop,183
2159,angeles,183
2160,oleju,183
2161,zastępca,183
2162,znaczenie,183
2163,okazało,183
2164,reform,182
2165,anglii,182
2166,stopniu,182
2167,budynku,182
2168,rozszerzenie,182
2169,min,182
2170,odbywających,182
2171,pochodzenia,182
2172,domów,182
2173,pozwoli,182
2174,samolotów,182
2175,pozostanie,182
2176,wschodni,182
2177,inny,182
2178,najpierw,182
2179,osłabł,182
2180,węgier,182
2181,środy,181
2182,otwarto,181
2183,awans,181
2184,źle,181
2185,poniedziałkowej,181
2186,zatrzymany,181
2187,sektora,181
2188,mężczyznę,181
2189,lidze,181
2190,prowadzone,181
2191,zawodowego,181
2192,kijowie,181
2193,głównej,181
2194,gazociągu,181
2195,parlamentarne,180
2196,wojsk,180
2197,plus,180
2198,nowak,180
2199,przepisy,180
2200,otrzyma,180
2201,miastach,180
2202,99,180
2203,63,180
2204,innego,180
2205,prowincji,179
2206,osobom,179
2207,miesiąca,179
2208,uczniów,179
2209,85,179
2210,józefa,179
2211,konstytucji,179
2212,reżyser,178
2213,europejski,178
2214,rządzie,178
2215,podejmie,178
2216,przebywający,178
2217,verheugen,178
2218,ostrzegł,178
2219,śląska,178
2220,wymaga,178
2221,początkowo,178
2222,niedzieli,178
2223,bezpośrednio,178
2224,albańskich,178
2225,narodowych,178
2226,nauczycieli,178
2227,międzynarodową,178
2228,radzie,178
2229,samochód,178
2230,uroczystość,177
2231,podatków,177
2232,apelacyjny,177
2233,agencję,177
2234,międzynarodowe,177
2235,prokuratora,176
2236,dow,176
2237,kim,176
2238,wielką,176
2239,wybrzeżu,176
2240,podkreśla,176
2241,mecze,176
2242,iv,176
2243,regionie,176
2244,znajdują,176
2245,benzyny,176
2246,końcu,176
2247,1994,176
2248,płażyńskiego,176
2249,wykluczył,176
2250,sprawcy,176
2251,studentów,176
2252,international,175
2253,czwartkowej,175
2254,funkcję,175
2255,korzyści,175
2256,szansę,175
2257,zwycięstwa,175
2258,żadnego,175
2259,najnowszy,175
2260,dobra,175
2261,donosi,175
2262,pis,175
2263,59,174
2264,ubezpieczeń,174
2265,potrwa,174
2266,próby,174
2267,węgla,174
2268,daje,174
2269,wystąpią,174
2270,przykład,174
2271,czwarty,174
2272,cele,174
2273,sukces,174
2274,inni,174
2275,broń,174
2276,towarzyskim,174
2277,trwają,174
2278,przekonanie,173
2279,wojnie,173
2280,dziesięciu,173
2281,wejście,173
2282,kolejki,173
2283,niedawno,173
2284,dalej,173
2285,wydania,173
2286,xx,173
2287,generalnej,173
2288,deszcz,172
2289,europa,172
2290,zajęli,172
2291,autor,172
2292,wydarzeń,172
2293,lokalnych,172
2294,związki,172
2295,sztuk,172
2296,mon,172
2297,pana,172
2298,samolot,172
2299,sankcji,172
2300,wybrzeży,171
2301,zasad,171
2302,sb,171
2303,włoskiej,171
2304,wnioski,171
2305,umiarkowane,171
2306,którymi,171
2307,majątku,171
2308,protestu,171
2309,zakłady,171
2310,obozu,171
2311,pomnik,171
2312,warunkach,171
2313,zagrożenia,171
2314,liczyć,170
2315,zakupu,170
2316,miesiąc,170
2317,swą,170
2318,powołanie,170
2319,największą,170
2320,rumunii,170
2321,artystów,170
2322,znane,170
2323,żadnej,170
2324,deficytu,170
2325,wypłat,170
2326,osiągnięcia,170
2327,okręgowej,170
2328,dwoma,170
2329,działaczy,170
2330,wojennych,170
2331,dziecko,170
2332,1992,170
2333,szefowie,169
2334,kilkunastu,169
2335,żaden,169
2336,musimy,169
2337,rozegranym,169
2338,rządem,169
2339,momencie,169
2340,wtorkowej,169
2341,rokowań,169
2342,świadków,169
2343,generał,169
2344,61,169
2345,kościele,169
2346,materiałów,169
2347,uchodźców,168
2348,potrzeby,168
2349,znalazła,168
2350,drogę,168
2351,kwotę,168
2352,likwidacji,168
2353,daty,168
2354,zespołów,168
2355,wybuchu,168
2356,okresami,168
2357,otwarcie,168
2358,leków,168
2359,norwegii,168
2360,parku,168
2361,skazany,168
2362,żydowskich,168
2363,przyjęła,167
2364,mi,167
2365,ojciec,167
2366,zatrudnienia,167
2367,uznała,167
2368,pko,167
2369,warszawski,167
2370,granicę,167
2371,wydaje,167
2372,unijnego,167
2373,brązowy,167
2374,podpisów,167
2375,wspólnoty,167
2376,techwig,167
2377,76,166
2378,zrobić,166
2379,msw,166
2380,unijnych,166
2381,pełnomocnik,166
2382,rozpocząć,166
2383,osiągnął,166
2384,apel,166
2385,edycji,166
2386,radę,166
2387,pradze,166
2388,kara,166
2389,zamku,166
2390,sprzętu,166
2391,uznali,166
2392,straży,166
2393,kandydatem,165
2394,midwig,165
2395,jakim,165
2396,polityczna,165
2397,zachowanie,165
2398,narodowym,165
2399,dystansie,165
2400,kilkudziesięciu,165
2401,koszty,165
2402,terminie,165
2403,mężczyźni,165
2404,pytania,165
2405,wtorku,165
2406,wydatków,165
2407,okręgu,165
2408,kryzys,165
2409,połowę,165
2410,okręgowa,165
2411,władimira,164
2412,jubileuszu,164
2413,pacjentów,164
2414,śniegu,164
2415,kfor,164
2416,układ,164
2417,obronie,164
2418,ciała,164
2419,84,164
2420,podwyżki,164
2421,zarzutów,164
2422,zjazdu,164
2423,poznań,164
2424,zawiera,164
2425,zespołem,164
2426,śląskiego,164
2427,x,164
2428,paliwa,164
2429,bse,164
2430,sprawiedliwość,164
2431,posiedzenie,163
2432,widzenia,163
2433,karnego,163
2434,1990,163
2435,wnioskiem,163
2436,narkotyków,163
2437,la,163
2438,opozycja,163
2439,dziewięciu,163
2440,play,163
2441,słonecznie,163
2442,brutto,163
2443,radio,163
2444,ku,163
2445,usługi,162
2446,igor,162
2447,al,162
2448,wywiadu,162
2449,podobne,162
2450,potrzebne,162
2451,awansował,162
2452,meczach,162
2453,poszkodowanych,162
2454,zamierzają,162
2455,pałacu,162
2456,krajem,162
2457,najlepszym,162
2458,krów,162
2459,załogi,162
2460,środowisk,161
2461,roman,161
2462,1993,161
2463,wybór,161
2464,winy,161
2465,coś,161
2466,77,161
2467,formuły,161
2468,amerykanów,161
2469,świętego,161
2470,wyklucza,161
2471,mieszkania,161
2472,stała,161
2473,rozwiązanie,160
2474,prasowe,160
2475,72,160
2476,średnich,160
2477,tenisistów,160
2478,głosowanie,160
2479,jakoby,160
2480,ryzyko,160
2481,henryk,160
2482,miasto,160
2483,obchodów,159
2484,kredytów,159
2485,komisję,159
2486,bezpieczeństwo,159
2487,władysława,159
2488,zjazd,159
2489,zawody,159
2490,głosowaniu,159
2491,64,159
2492,miloszević,159
2493,finałowym,159
2494,wojskowego,159
2495,tuż,159
2496,ojca,159
2497,tysiąca,159
2498,uchwałę,158
2499,konieczne,158
2500,zamian,158
2501,mityngu,158
2502,dniem,158
2503,artur,158
2504,podano,158
2505,nadzoru,158
2506,świadczeń,158
2507,prasa,158
2508,wpływem,158
