Pozycja,Forma podstawowa,Liczba wystąpień,Pierwsza litera etykiety
1248,technologia,311,A
1249,słynny,311,C
1250,amerykan,311,A
1251,doniesienie,310,A
1252,rezygnacja,310,A
1253,rywalizacja,310,A
1254,opowiadać,310,B
1255,środkowa,309,A
1256,połączenie,308,A
1257,konto,308,A
1258,reżyser,308,A
1259,żona,307,A
1260,rozgrywany,307,C
1261,następnie,307,F
1262,oglądać,307,B
1263,zależeć,306,B
1264,obiekt,306,A
1265,plac,306,A
1266,odbywający,306,C
1267,ogół,306,A
1268,apelacyjny,306,C
1269,szybki,305,C
1270,terrorystyczny,305,C
1271,dotąd,305,G
1272,oficjalnie,305,F
1273,moc,305,A
1274,miliard,304,A
1275,czołowy,304,C
1276,francuski,304,C
1277,przystąpienie,304,A
1278,przekazany,304,C
1279,komenda,304,A
1280,obecność,303,A
1281,junior,303,A
1282,niektóry,303,C
1283,wokół,303,G
1284,specjalista,303,A
1285,twórca,303,A
1286,urzędnik,302,A
1287,możliwy,302,C
1288,grać,302,B
1289,zawarty,301,C
1290,dziesięć,301,D
1291,doradca,301,A
1292,pozytywny,301,C
1293,zapewniać,300,B
1294,głosić,300,B
1295,spośród,300,G
1296,kierownictwo,300,A
1297,podatkowy,299,C
1298,rolniczy,299,C
1299,sprzęt,299,A
1300,konstytucyjny,299,C
1301,świadczenia,298,A
1302,poprzez,298,G
1303,mniejszość,298,A
1304,park,298,A
1305,powoływać,297,B
1306,ponadto,297,G
1307,zastępca,297,A
1308,partner,297,A
1309,umocnić,297,B
1310,zaufanie,297,A
1311,konieczny,296,C
1312,rak,296,A
1313,rozegrany,296,C
1314,pogodnie,296,F
1315,znaczenie,296,A
1316,wiadomości,295,A
1317,walczyć,295,B
1318,zwolnienie,294,A
1319,utrzymanie,294,A
1320,zadeklarować,294,B
1321,krok,294,A
1322,obaj,293,D
1323,trwający,293,C
1324,zachować,293,B
1325,jedyny,293,C
1326,przygotowany,292,C
1327,lotnisko,292,A
1328,stronnictwo,291,A
1329,lista,291,A
1330,decydowany,291,C
1331,wymagać,291,B
1332,objąć,291,B
1333,zażądać,290,B
1334,wówczas,290,F
1335,ogromny,290,C
1336,nazwać,290,B
1337,ryzyko,290,A
1338,wcześniejszy,289,C
1339,cykl,289,A
1340,okrąg,289,A
1341,towar,289,A
1342,żyć,289,B
1343,wydawać,288,B
1344,pomysł,288,A
1345,przyjść,288,B
1346,zarzucić,287,B
1347,aktor,287,A
1348,osobisty,287,C
1349,płaca,287,A
1350,skok,287,A
1351,policyjny,287,C
1352,uroczysty,286,C
1353,krzyż,286,A
1354,wynagrodzenie,286,A
1355,finansowanie,286,A
1356,często,286,F
1357,osobowy,286,A
1358,stworzenie,286,A
1359,obniżyć,285,B
1360,błąd,285,A
1361,czerwony,285,C
1362,zeszły,284,C
1363,syn,284,A
1364,odebrać,284,B
1365,dolny,284,C
1366,wywołać,284,B
1367,odmówić,284,B
1368,wiedza,283,A
1369,fala,283,A
1370,robotnik,283,A
1371,majątek,282,A
1372,idea,282,A
1373,zapłacić,282,B
1374,tworzenie,282,A
1375,powiat,282,A
1376,dwaj,282,D
1377,miejscowy,281,A
1378,wrócić,281,B
1379,wkrótce,281,G
1380,szczególny,281,C
1381,dowódca,281,A
1382,oskarżyć,280,B
1383,rezultat,280,A
1384,szybka,280,A
1385,departament,279,A
1386,potrwać,279,B
1387,postęp,279,A
1388,pani,279,A
1389,ustalenia,279,A
1390,odkryć,279,B
1391,indywidualny,278,C
1392,będący,278,C
1393,przejściowy,278,C
1394,dzisiaj,278,A
1395,parlamentarzysta,277,A
1396,rozprawa,277,A
1397,pochodzić,277,B
1398,edycja,277,A
1399,reprezentować,277,B
1400,rocznie,277,F
1401,okręt,277,A
1402,jedyne,276,A
1403,skala,276,A
1404,utrzymywać,276,B
1405,roczny,276,C
1406,brzeg,276,A
1407,rokita,276,A
1408,sankcja,276,A
1409,las,276,A
1410,szósty,275,C
1411,prawda,275,A
1412,ostrzec,275,B
1413,styl,275,A
1414,uczony,275,A
1415,przekonanie,274,A
1416,krew,274,A
1417,zmniejszyć,273,B
1418,obawiać się,273,B
1419,przeprowadzenie,273,A
1420,zawsze,273,G
1421,sposób,273,A
1422,towarzyski,273,C
1423,dziewięć,273,D
1424,pielgrzymka,273,A
1425,wykonanie,272,A
1426,ambasada,272,A
1427,żywność,272,A
1428,deputowany,271,A
1429,zwracać,271,B
1430,wciąż,271,F
1431,odpowiedni,271,C
1432,strajk,271,A
1433,miniony,270,C
1434,branża,270,A
1435,gabinet,270,A
1436,wycofać,270,B
1437,orkiestra,270,A
1438,dystans,269,A
1439,pewien,269,C
1440,energia,269,A
1441,przebieg,269,A
1442,katastrofa,269,A
1443,nożny,269,C
1444,śnieg,268,A
1445,porażka,268,A
1446,sygnał,268,A
1447,pobliże,268,A
1448,miast,268,F
1449,wstrzymać,268,B
1450,półfinał,267,A
1451,szczać,267,B
1452,aresztowanie,267,A
1453,opublikować,266,B
1454,wykluczyć,266,B
1455,służyć,265,B
1456,terytorium,265,A
1457,ciężki,264,C
1458,śledczy,264,A
1459,pokazać,264,B
1460,przykład,264,A
1461,rokowania,264,A
1462,spektakl,264,A
1463,obie,263,D
1464,wybuch,263,A
1465,mandat,263,A
1466,brązowy,263,C
1467,piętnastka,262,A
1468,otworzyć,262,B
1469,cywilny,262,C
1470,komórka,262,A
1471,najprawdopodobniej,261,F
1472,ogłoszenie,261,A
1473,bankowy,261,C
1474,samo,261,E
1475,nadzwyczajny,261,C
1476,pewien,261,E
1477,tajny,261,C
1478,koniunktura,261,A
1479,stanąć,260,B
1480,prawicowy,260,C
1481,akcjonariusz,260,A
1482,podpisany,260,C
1483,robić,260,B
1484,świadczyć,260,B
1485,powodować,260,B
1486,reakcja,260,A
1487,opozycyjny,260,C
1488,tworzyć,259,B
1489,transakcja,259,A
1490,awans,259,A
1491,wycofanie,259,A
1492,negatywny,259,C
1493,żądanie,258,A
1494,przygotowywać,258,B
1495,zadecydować,258,B
1496,religijny,258,C
1497,zamknięty,257,C
1498,srebrny,257,C
1499,podobnie,257,F
1500,wyjaśnienie,257,A
1501,kontynuować,257,B
1502,rodzic,257,A
1503,adres,257,A
1504,tradycyjny,257,C
1505,wchodzić,257,B
1506,straż,257,A
1507,sport,256,A
1508,zdecydowanie,256,A
1509,najwięcej,256,F
1510,prawdziwy,255,C
1511,przedstawienie,255,A
1512,startować,255,B
1513,postać,255,A
1514,obowiązywać,255,B
1515,starcie,255,A
1516,rzeczpospolita,254,A
1517,formuła,254,A
1518,polka,254,A
1519,kradzież,254,A
1520,deklarować,254,B
1521,przestępca,253,A
1522,odwiedzić,253,B
1523,wymiana,253,A
1524,klient,253,A
1525,przedmiot,253,A
1526,rodzinny,253,C
1527,negocjator,252,A
1528,krótki,252,C
1529,oprócz,252,G
1530,opuścić,251,B
1531,spadać,251,B
1532,długość,251,A
1533,legia,251,A
1534,przerwa,251,A
1535,uznanie,251,A
1536,podpisanie,251,A
1537,czarny,251,C
1538,pracownica,251,A
1539,islamski,251,C
1540,ile,250,E
1541,wymiar,250,A
1542,szczegół,250,A
1543,tenisistka,250,A
1544,przestępczy,250,C
1545,prognoza,249,A
1546,rosnąć,249,B
1547,norweski,249,C
1548,rozstawiony,249,C
1549,portal,249,A
1550,pozbawienie,249,A
1551,ilość,249,A
1552,dużo,248,D
1553,wystartować,248,B
1554,ekstraklasa,248,A
1555,zbrojny,248,A
1556,działający,248,C
1557,obok,248,G
1558,honorowy,248,C
1559,strategia,248,A
1560,nowoczesny,248,C
1561,relacja,247,A
1562,ostatnio,247,F
1563,zatrudnienie,247,A
1564,konkretny,247,C
1565,wykluczać,247,B
1566,blok,247,A
1567,ja,246,A
1568,święty,246,A
1569,dobra,246,A
1570,rzesza,245,A
1571,szwedzki,245,C
1572,uchwalić,245,B
1573,biznesmen,245,A
1574,przekroczyć,244,B
1575,jubileusz,244,A
1576,rozpoczęty,244,C
1577,donosić,244,B
1578,zaproszenie,243,A
1579,tradycja,243,A
1580,gość,243,A
1581,rozpoczynać,243,B
1582,wysłać,243,B
1583,mózg,243,A
1584,niski,243,C
1585,ogólny,243,C
1586,adwokat,243,A
1587,rafineria,242,A
1588,zapewnienie,242,A
1589,zwrot,242,A
1590,przełom,242,A
1591,masowy,242,C
1592,kupić,242,B
1593,kolarz,242,A
1594,port,242,A
1595,użycie,242,A
1596,procedura,241,A
1597,tor,241,A
1598,półrocze,241,A
1599,zasadniczy,241,C
1600,pies,241,A
1601,samochodowy,241,C
1602,myśl,241,A
1603,zajmujący,241,C
1604,perspektywa,240,A
1605,stosowanie,240,A
1606,nadzorczy,240,C
1607,zaledwie,239,G
1608,iść,239,B
1609,eksport,239,A
1610,poszukiwać,239,B
1611,składka,239,A
1612,dotrzeć,238,B
1613,boży,238,C
1614,bon,238,A
1615,wart,237,C
1616,pokojowy,237,C
1617,zamiar,237,A
1618,płyta,237,A
1619,spór,237,A
1620,elektrownia,237,A
1621,zapis,237,A
1622,łączny,236,C
1623,przewaga,236,A
1624,grób,236,A
1625,morski,235,C
1626,wybitny,235,C
1627,utwór,235,A
1628,treść,235,A
1629,żądać,235,B
1630,przedstawiony,234,C
1631,jakiś,234,E
1632,wręczyć,234,B
1633,ślad,234,A
1634,walc,234,A
1635,traktat,234,A
1636,wyrażać,234,B
1637,atomowy,234,C
1638,gazociąg,233,A
1639,dostawa,233,A
1640,energetyczny,233,C
1641,inwestycyjny,233,C
1642,bramka,233,A
1643,tamtejszy,233,C
1644,królewski,233,C
1645,stworzyć,232,B
1646,nadzór,232,A
1647,raczej,232,G
1648,znajda,232,A
1649,nieco,232,F
1650,leczenie,232,A
1651,uchodźca,231,A
1652,starszy,231,C
1653,funkcjonowanie,231,A
1654,odbycie,231,A
1655,zamknąć,231,B
1656,szkoda,231,A
1657,pochmurno,231,F
1658,przedsiębiorca,231,A
1659,skarbowy,231,C
1660,dzielnica,230,A
1661,górnictwo,230,A
1662,szwajcarski,230,C
1663,najstarszy,230,C
1664,kosztować,229,B
1665,udzielić,229,B
1666,rodak,229,A
1667,obserwator,229,A
1668,wyjazd,229,A
1669,skrytykować,229,B
1670,biblioteka,229,A
1671,wykonać,229,B
1672,zainteresowany,229,C
1673,opracować,228,B
1674,obniżenie,228,A
1675,doświadczenie,228,A
1676,czyn,228,A
1677,zmniejszenie,228,A
1678,łączność,227,A
1679,przekazanie,227,A
1680,promocja,227,A
1681,zobowiązanie,226,A
1682,dopuścić,226,B
1683,ponowny,226,C
1684,benzyna,226,A
1685,samorządowy,226,C
1686,wątpliwość,225,A
1687,przypominać,225,B
1688,opera,225,A
1689,krowa,225,A
1690,pozwalać,224,B
1691,kanada,224,A
1692,opieka,224,A
1693,obniżka,224,A
1694,król,223,A
1695,widz,223,A
1696,dowiedzieć się,223,B
1697,pobyt,223,A
1698,brat,223,A
1699,naruszenie,223,A
1700,negocjacyjny,223,C
1701,przejaśnienie,222,A
1702,demonstracja,222,A
1703,statystyczny,222,C
1704,sklep,222,A
1705,napastnik,222,A
1706,statek,222,A
1707,umożliwić,222,B
1708,stołeczny,222,C
1709,przejąć,221,B
1710,powierzchnia,221,A
1711,ustanowić,221,B
1712,gospodarz,221,A
1713,autonomia,221,A
1714,wiceprzewodniczący,221,A
1715,poszczególny,221,C
1716,tekst,221,A
1717,sto,220,D
1718,lekki,220,C
1719,chrześcijański,220,C
1720,turysta,220,A
1721,hiszpański,220,A
1722,terrorysta,220,A
1723,poszukiwanie,220,A
1724,ono,220,E
1725,rozegrać,219,B
1726,włoski,219,C
1727,profesor,219,A
1728,pałac,219,A
1729,ulec,219,B
1730,prosić,219,B
1731,papieros,219,A
1732,niepodległość,219,A
1733,łamy,219,A
1734,prośba,219,A
1735,tur,219,A
1736,szacunek,218,A
1737,pochodzący,218,C
1738,powrócić,218,B
1739,instancja,218,A
1740,burmistrz,218,A
1741,redukcja,218,A
1742,ordynacja,218,A
1743,radna,218,A
1744,sprzed,218,G
1745,naturalny,218,C
1746,mało,217,D
1747,radiowy,217,C
1748,dyplomatyczny,217,C
1749,publiczność,217,A
1750,wydany,217,C
1751,złe,217,A
1752,zainteresowanie,217,A
1753,telekomunikacja,216,A
1754,niezbędny,216,C
1755,kodeks,216,A
1756,prawosławny,216,A
1757,wywalczyć,216,B
1758,angielski,215,A
1759,dyrekcja,215,A
1760,ręczny,215,C
1761,fragment,215,A
1762,powodzić,215,B
1763,jesień,215,A
1764,istotny,215,C
1765,występ,215,A
1766,alternatywa,215,A
1767,towarzyszyć,215,B
1768,poszkodowana,214,A
1769,mina,214,A
1770,wyjście,214,A
1771,dyplomata,214,A
1772,więzień,213,A
1773,cieszyć,213,B
1774,teatralny,213,C
1775,coś,213,E
1776,pracodawca,213,A
1777,wszcząć,213,B
1778,przeznaczyć,213,B
1779,ostatecznie,213,F
1780,przesłuchanie,213,A
1781,zawiesić,212,B
1782,komunistyczny,212,C
1783,stała,212,A
1784,siódmy,212,C
1785,przynajmniej,212,F
1786,odrzucenie,212,A
1787,przystąpić,212,B
1788,prowincja,212,A
1789,zyskać,212,B
1790,tajemnica,212,A
1791,korekta,212,A
1792,zastąpić,212,B
1793,pośrednictwo,211,A
1794,pełnia,211,A
1795,przestępczość,211,A
1796,przejęcie,210,A
1797,obejmować,210,B
1798,postulat,210,A
1799,wiara,210,A
1800,spowodowany,210,C
1801,komentować,210,B
1802,zamek,210,A
1803,nominacja,209,A
1804,łączeń,209,A
1805,konieczność,209,A
1806,wierny,209,A
1807,orzec,209,B
1808,przekonać,209,B
1809,uczestniczący,209,C
1810,całkowicie,209,F
1811,współpracować,209,B
1812,rakieta,209,A
1813,wolny,208,A
1814,regaty,208,A
1815,zaplanowany,208,C
1816,rajd,208,A
1817,kibic,208,A
1818,poprawić,208,B
1819,całkowity,208,C
1820,holenderski,208,C
1821,emeryt,208,A
1822,apelować,208,B
1823,orzeczenie,207,A
1824,test,207,A
1825,szkolny,207,C
1826,ćwierćfinał,207,A
1827,oczekiwania,207,A
1828,studia,207,A
1829,mord,207,A
1830,pogląd,206,A
1831,zwłoka,206,A
1832,zgodny,206,C
1833,faza,205,A
1834,pozytywnie,205,F
1835,polegać,205,B
1836,konsorcjum,205,A
1837,pójść,205,B
1838,informatyczny,204,C
1839,dokonanie,204,A
1840,uzyskanie,203,A
1841,standard,203,A
1842,dzisiejszy,203,C
1843,urodzić,203,B
1844,najczęściej,203,F
1845,badać,202,B
1846,moja,202,E
1847,wbrew,201,G
1848,par,201,A
1849,potrafić,201,B
1850,pochodzenie,201,A
1851,gotowość,201,A
1852,użytkownik,201,A
1853,aukcja,201,A
1854,komórkowy,201,C
1855,fabryka,201,A
1856,dookoła,201,G
1857,publikacja,201,A
1858,ksiądz,201,A
1859,włosek,201,A
1860,burza,201,A
1861,społeczność,200,A
1862,import,200,A
1863,toczyć,200,B
1864,lepiej,200,F
1865,ponieść,200,B
1866,zaakceptować,199,B
1867,powyżej,199,F
1868,wyłącznie,199,G
1869,blokada,199,A
1870,zawrzeć,198,B
1871,kilometr,198,A
1872,poświęcić,198,B
1873,zdarzenie,198,A
1874,celny,198,C
1875,realizować,198,B
1876,ogień,198,A
1877,turecki,198,C
1878,traktować,197,B
1879,węgiel,196,A
1880,realny,196,C
1881,pojazd,196,A
1882,osłabnąć,196,B
1883,gościć,195,B
1884,wyprzedzić,195,B
1885,wyjść,195,B
1886,muzyk,195,A
1887,zeznanie,195,A
1888,rywal,195,A
1889,artystyczny,195,C
1890,zwolnić,195,B
1891,sąsiad,194,A
1892,zbiory,194,A
1893,zamiast,194,G
1894,odnotować,194,B
1895,bura,194,A
1896,mistrzyni,193,A
1897,poselski,192,C
1898,własność,192,A
1899,koncepcja,192,A
1900,zatrzymanie,192,A
1901,przedstawiać,192,B
1902,kulturalny,192,C
1903,kilkaset,192,D
1904,współpracownik,191,A
1905,podział,191,A
1906,niedawny,191,C
1907,powołany,191,C
1908,intensywny,191,C
1909,pisarz,191,A
1910,działanie,191,A
1911,tragedia,191,A
1912,zgadzać się,190,B
1913,opłata,190,A
1914,urodziny,190,A
1915,socjalny,190,C
1916,agent,190,A
1917,olej,190,A
1918,ktoś,190,E
1919,grecki,190,C
1920,drogowy,190,C
1921,górnik,190,A
1922,domowy,189,C
1923,utworzyć,189,B
1924,komendant,189,A
1925,przyznanie,189,A
1926,poniżej,189,F
1927,pokład,189,A
1928,roboczy,189,C
1929,wolny,189,C
1930,dziewczynka,189,A
1931,śmiertelny,189,C
1932,rezerwa,189,A
1933,uzasadnienie,188,A
1934,zwalczanie,188,A
1935,rzeka,188,A
1936,wielkość,188,A
1937,domniemany,188,C
1938,przyczynić,188,B
1939,obowiązujący,188,C
1940,lokal,188,A
1941,wykorzystywać,187,B
1942,lewica,187,A
1943,ukazać,187,B
1944,pewno,187,G
1945,prowadzący,187,A
1946,kolejowy,187,C
1947,zjawisko,187,A
1948,przyjaciel,186,A
1949,pakiet,186,A
1950,plus,186,A
1951,terroryzm,186,A
1952,podjęty,186,C
1953,hala,186,A
1954,współczesny,186,C
1955,narciarski,186,C
1956,modernizacja,186,A
1957,tłumaczyć,186,B
1958,stop,186,A
1959,zabić,186,B
1960,korzyści,185,A
1961,gatunek,185,A
1962,złożenie,185,A
1963,trudno,185,F
1964,ubiegać,185,B
1965,eliminacyjny,185,C
1966,rozporządzenie,185,A
1967,istnienie,185,A
1968,galeria,185,A
1969,wykorzystać,185,B
1970,kino,185,A
1971,jakikolwiek,184,E
1972,mityng,184,A
1973,uczynić,184,B
1974,tabela,184,A
1975,napędowy,184,C
1976,bohater,184,A
1977,radziecki,184,C
1978,dziedzictwo,183,A
1979,bojownik,183,A
1980,konsultacja,183,A
1981,obchodzić,183,B
1982,naczelny,183,A
1983,potrzebować,183,B
1984,seksualny,183,C
1985,myśleć,183,B
1986,długi,182,C
1987,telekomunikacyjny,182,C
1988,nieruchomość,182,A
1989,odcinek,182,A
1990,córka,182,A
1991,podejmować,182,B
1992,afera,182,A
1993,siatkarz,182,A
1994,atmosfera,182,A
1995,dorobek,182,A
1996,najpierw,182,F
1997,widzenie,181,A
1998,zamiana,181,A
1999,kopalnia,181,A
2000,niebezpieczny,181,C
2001,źle,181,F
2002,urządzenie,181,A
2003,zabytek,181,A
2004,zainaugurować,181,B
2005,drzwi,180,A
2006,odkrycie,180,A
2007,ciężarówka,180,A
2008,doznać,180,B
2009,skierowany,180,C
2010,różnica,180,A
2011,szukać,180,B
2012,kłopot,180,A
2013,sportowiec,180,A
2014,telefoniczny,179,C
2015,przyznawać,179,B
2016,wykonawczy,179,C
2017,dwudniowy,179,C
2018,bezrobotny,179,A
2019,zaplanować,179,B
2020,piosenka,179,A
2021,kompozytor,179,A
2022,skuteczny,179,C
2023,przewodnictwo,179,A
2024,archiwum,179,A
2025,zobaczyć,179,B
2026,natychmiastowy,178,C
2027,ósmy,178,C
2028,zboże,178,A
2029,przeszłość,178,A
2030,początkowo,178,F
2031,przychód,178,A
2032,bezpośrednio,178,F
2033,most,178,A
2034,formacja,178,A
2035,skarga,178,A
2036,lato,178,A
2037,kort,178,A
2038,prezentacja,178,A
2039,zjednoczenie,177,A
2040,szefowa,177,A
2041,liczący,177,C
2042,potwierdzać,177,B
2043,ojczyzna,177,A
2044,starać się,177,B
2045,pole,177,A
2046,dna,177,A
2047,dostępny,177,C
2048,dochodzenie,176,A
2049,przemysłowy,176,C
2050,pełnić,176,B
2051,operator,176,A
2052,pokaz,176,A
2053,zdobycie,175,A
2054,modlitwa,175,A
2055,węgierski,175,C
2056,kończyć,175,B
2057,okoliczność,175,A
2058,delegat,175,A
2059,rezolucja,175,A
2060,jazda,175,A
2061,wprowadzać,174,B
2062,scenariusz,174,A
2063,przesłany,174,C
2064,konsekwencja,174,A
2065,separatysta,173,A
2066,otrzymywać,173,B
2067,żeglarski,173,C
2068,zagrozić,173,B
2069,majątkowy,173,C
2070,niedawno,173,F
2071,dalej,173,F
2072,organizować,173,B
2073,górski,172,C
2074,zagrożony,172,C
2075,uciec,172,B
2076,końcowy,172,C
2077,zadłużenie,172,A
2078,tryb,171,A
2079,postawa,171,A
2080,wysiłek,171,A
2081,pociąg,170,A
2082,koszykarka,170,A
2083,zatrzymana,170,A
2084,wyprzedzać,170,B
2085,posiadanie,170,A
2086,liczny,170,C
2087,przegląd,170,A
2088,egzamin,170,A
2089,zasługa,169,A
2090,zgromadzić,169,B
2091,otwierać,169,B
2092,wzrostowy,169,C
2093,właściwy,169,C
2094,siostra,169,A
2095,pilot,169,A
2096,trend,169,A
2097,wykorzystanie,169,A
2098,incydent,168,A
2099,barak,168,A
2100,zebrany,168,C
2101,obrażenie,168,A
2102,holding,168,A
2103,przemyt,168,A
2104,belgijski,167,C
2105,organizm,167,A
2106,klasyczny,167,C
2107,amerykanka,167,A
2108,przyjmować,167,B
2109,poprosić,167,B
2110,trudność,167,A
2111,czuć,167,B
2112,interwencja,166,A
2113,pokonywać,166,B
2114,ekspozycja,166,A
2115,odbudowa,166,A
2116,literacki,166,C
2117,jezioro,166,A
2118,moralny,166,C
2119,rada,166,A
2120,waluta,166,A
2121,zapowiedź,166,A
2122,odejście,166,A
2123,weekend,165,A
2124,położony,165,C
2125,dłuższy,165,C
2126,młodzieżowy,165,C
2127,szeroki,165,C
2128,obwód,165,A
2129,korzystny,165,C
2130,zmieniać,165,B
2131,opracowanie,165,A
2132,związkowy,165,C
2133,historyk,164,A
2134,ogłoszony,164,C
2135,popyt,164,A
2136,kadr,164,A
2137,status,164,A
2138,uprawnienie,164,A
2139,gospodarstwo,164,A
2140,powtórzyć,164,B
2141,zdołać,164,B
2142,przeszkoda,164,A
2143,radny,164,A
2144,staranie,164,A
2145,płacić,164,B
2146,organizacyjny,164,C
2147,sekunda,163,A
2148,la,163,A
2149,administracyjny,163,C
2150,demokrata,163,A
2151,określać,163,B
2152,tysiąclecie,163,A
2153,słonecznie,163,F
2154,zadowolenie,163,A
2155,brutto,163,C
2156,nóż,163,A
2157,ku,163,G
2158,dyskutować,163,B
2159,symbol,163,A
2160,oskarżać,162,B
2161,zawodniczka,162,A
2162,daniel,162,A
2163,organizowany,162,C
2164,dogrywka,162,A
2165,dysponować,162,B
2166,zobowiązać,162,B
2167,norma,162,A
2168,walutowy,161,C
2169,wezwanie,161,A
2170,skomentować,161,B
2171,sprawozdanie,161,A
2172,napis,161,A
2173,wieczór,160,A
2174,przedsięwzięcie,160,A
2175,wybrana,160,A
2176,przemówienie,160,A
2177,katedra,160,A
2178,jakoby,160,G
2179,stajać,160,B
2180,zaprosić,160,B
2181,wypowiedzieć,160,B
